,FECHA,TMAX,TMIN,T_AVE,NOMBRE
1823,2022-03-16,30.1,18.1,24.1,NUEVE DE JULIO
1459,2022-03-16,28.8,19.5,24.15,MORON AERO
1094,2022-03-16,28.9,15.0,21.95,EL PALOMAR AERO
729,2022-03-16,28.7,20.5,24.6,BUENOS AIRES OBSERVATORIO
364,2022-03-16,27.6,19.8,23.700000000000003,AEROPARQUE AERO
1822,2022-03-17,30.8,15.6,23.2,NUEVE DE JULIO
1458,2022-03-17,30.9,19.4,25.15,MORON AERO
1093,2022-03-17,31.2,17.8,24.5,EL PALOMAR AERO
728,2022-03-17,31.5,21.5,26.5,BUENOS AIRES OBSERVATORIO
363,2022-03-17,28.6,21.3,24.950000000000003,AEROPARQUE AERO
1821,2022-03-18,21.8,13.4,17.6,NUEVE DE JULIO
1457,2022-03-18,25.2,14.7,19.95,MORON AERO
1092,2022-03-18,23.0,14.5,18.75,EL PALOMAR AERO
727,2022-03-18,25.3,14.9,20.1,BUENOS AIRES OBSERVATORIO
362,2022-03-18,26.1,14.3,20.200000000000003,AEROPARQUE AERO
1820,2022-03-19,22.0,7.5,14.75,NUEVE DE JULIO
1456,2022-03-19,20.5,6.4,13.45,MORON AERO
1091,2022-03-19,20.6,5.0,12.8,EL PALOMAR AERO
726,2022-03-19,21.7,8.2,14.95,BUENOS AIRES OBSERVATORIO
361,2022-03-19,18.9,11.4,15.15,AEROPARQUE AERO
1819,2022-03-20,22.5,8.5,15.5,NUEVE DE JULIO
1455,2022-03-20,21.6,9.9,15.75,MORON AERO
1090,2022-03-20,21.4,7.2,14.3,EL PALOMAR AERO
725,2022-03-20,21.5,10.2,15.85,BUENOS AIRES OBSERVATORIO
360,2022-03-20,20.6,13.0,16.8,AEROPARQUE AERO
1818,2022-03-21,17.9,12.9,15.4,NUEVE DE JULIO
1454,2022-03-21,21.8,15.4,18.6,MORON AERO
1089,2022-03-21,22.0,15.5,18.75,EL PALOMAR AERO
724,2022-03-21,22.4,15.4,18.9,BUENOS AIRES OBSERVATORIO
359,2022-03-21,22.5,15.3,18.9,AEROPARQUE AERO
1817,2022-03-22,26.5,13.0,19.75,NUEVE DE JULIO
1453,2022-03-22,24.0,17.5,20.75,MORON AERO
1088,2022-03-22,24.4,17.8,21.1,EL PALOMAR AERO
723,2022-03-22,25.5,17.9,21.7,BUENOS AIRES OBSERVATORIO
358,2022-03-22,22.8,18.3,20.55,AEROPARQUE AERO
1816,2022-03-23,25.4,15.3,20.35,NUEVE DE JULIO
1452,2022-03-23,26.5,19.0,22.75,MORON AERO
1087,2022-03-23,27.0,18.0,22.5,EL PALOMAR AERO
722,2022-03-23,26.2,19.6,22.9,BUENOS AIRES OBSERVATORIO
357,2022-03-23,24.3,19.8,22.05,AEROPARQUE AERO
1815,2022-03-24,21.6,9.1,15.35,NUEVE DE JULIO
1451,2022-03-24,23.2,10.5,16.85,MORON AERO
1086,2022-03-24,24.0,10.5,17.25,EL PALOMAR AERO
721,2022-03-24,23.2,11.4,17.3,BUENOS AIRES OBSERVATORIO
356,2022-03-24,22.7,11.3,17.0,AEROPARQUE AERO
1814,2022-03-25,21.8,8.7,15.25,NUEVE DE JULIO
1450,2022-03-25,21.8,8.4,15.1,MORON AERO
1085,2022-03-25,21.9,9.0,15.45,EL PALOMAR AERO
720,2022-03-25,21.4,9.3,15.35,BUENOS AIRES OBSERVATORIO
355,2022-03-25,21.5,10.1,15.8,AEROPARQUE AERO
1813,2022-03-26,22.7,14.0,18.35,NUEVE DE JULIO
1449,2022-03-26,23.4,14.2,18.8,MORON AERO
1084,2022-03-26,24.0,15.5,19.75,EL PALOMAR AERO
719,2022-03-26,24.7,15.9,20.3,BUENOS AIRES OBSERVATORIO
354,2022-03-26,24.3,16.7,20.5,AEROPARQUE AERO
1812,2022-03-27,28.8,11.3,20.05,NUEVE DE JULIO
1448,2022-03-27,27.7,12.3,20.0,MORON AERO
1083,2022-03-27,28.0,8.7,18.35,EL PALOMAR AERO
718,2022-03-27,29.0,13.6,21.3,BUENOS AIRES OBSERVATORIO
353,2022-03-27,28.6,14.0,21.3,AEROPARQUE AERO
1811,2022-03-28,28.6,13.3,20.950000000000003,NUEVE DE JULIO
1447,2022-03-28,27.4,15.4,21.4,MORON AERO
1082,2022-03-28,28.0,10.2,19.1,EL PALOMAR AERO
717,2022-03-28,27.3,14.9,21.1,BUENOS AIRES OBSERVATORIO
352,2022-03-28,25.5,16.7,21.1,AEROPARQUE AERO
1810,2022-03-29,23.0,14.9,18.95,NUEVE DE JULIO
1446,2022-03-29,28.0,16.8,22.4,MORON AERO
1081,2022-03-29,28.5,18.0,23.25,EL PALOMAR AERO
716,2022-03-29,30.4,19.0,24.7,BUENOS AIRES OBSERVATORIO
351,2022-03-29,28.7,19.2,23.95,AEROPARQUE AERO
1809,2022-03-30,17.0,5.5,11.25,NUEVE DE JULIO
1445,2022-03-30,17.0,6.8,11.9,MORON AERO
1080,2022-03-30,18.2,7.0,12.6,EL PALOMAR AERO
715,2022-03-30,19.0,8.7,13.85,BUENOS AIRES OBSERVATORIO
350,2022-03-30,19.7,9.5,14.6,AEROPARQUE AERO
1808,2022-03-31,20.4,4.0,12.2,NUEVE DE JULIO
1444,2022-03-31,19.4,4.9,12.15,MORON AERO
1079,2022-03-31,19.5,2.5,11.0,EL PALOMAR AERO
714,2022-03-31,21.2,7.0,14.1,BUENOS AIRES OBSERVATORIO
349,2022-03-31,20.1,9.3,14.7,AEROPARQUE AERO
1807,2022-04-01,22.2,5.1,13.65,NUEVE DE JULIO
1443,2022-04-01,21.0,6.8,13.9,MORON AERO
1078,2022-04-01,21.2,3.0,12.1,EL PALOMAR AERO
713,2022-04-01,20.4,8.2,14.3,BUENOS AIRES OBSERVATORIO
348,2022-04-01,19.0,11.1,15.05,AEROPARQUE AERO
1806,2022-04-02,23.6,7.6,15.6,NUEVE DE JULIO
1442,2022-04-02,22.2,9.8,16.0,MORON AERO
1077,2022-04-02,22.0,6.0,14.0,EL PALOMAR AERO
712,2022-04-02,22.4,12.5,17.45,BUENOS AIRES OBSERVATORIO
347,2022-04-02,21.6,14.7,18.15,AEROPARQUE AERO
1805,2022-04-03,22.0,10.1,16.05,NUEVE DE JULIO
1441,2022-04-03,23.6,15.2,19.4,MORON AERO
1076,2022-04-03,23.5,15.0,19.25,EL PALOMAR AERO
711,2022-04-03,24.5,16.3,20.4,BUENOS AIRES OBSERVATORIO
346,2022-04-03,24.1,16.6,20.35,AEROPARQUE AERO
1804,2022-04-04,24.0,4.8,14.4,NUEVE DE JULIO
1440,2022-04-04,22.5,5.5,14.0,MORON AERO
1075,2022-04-04,22.5,3.2,12.85,EL PALOMAR AERO
710,2022-04-04,23.0,7.6,15.3,BUENOS AIRES OBSERVATORIO
345,2022-04-04,20.1,11.8,15.95,AEROPARQUE AERO
1803,2022-04-05,27.9,8.6,18.25,NUEVE DE JULIO
1439,2022-04-05,24.8,7.4,16.1,MORON AERO
1074,2022-04-05,25.0,3.5,14.25,EL PALOMAR AERO
709,2022-04-05,24.0,8.9,16.45,BUENOS AIRES OBSERVATORIO
344,2022-04-05,22.1,11.2,16.65,AEROPARQUE AERO
1802,2022-04-06,28.3,10.5,19.4,NUEVE DE JULIO
1438,2022-04-06,27.0,11.5,19.25,MORON AERO
1073,2022-04-06,27.5,7.5,17.5,EL PALOMAR AERO
708,2022-04-06,26.6,13.0,19.8,BUENOS AIRES OBSERVATORIO
343,2022-04-06,24.8,15.2,20.0,AEROPARQUE AERO
1801,2022-04-07,29.4,14.4,21.9,NUEVE DE JULIO
1437,2022-04-07,26.4,14.2,20.3,MORON AERO
1072,2022-04-07,26.5,11.5,19.0,EL PALOMAR AERO
707,2022-04-07,26.7,15.7,21.2,BUENOS AIRES OBSERVATORIO
342,2022-04-07,24.1,17.6,20.85,AEROPARQUE AERO
1800,2022-04-08,24.0,14.0,19.0,NUEVE DE JULIO
1436,2022-04-08,25.0,17.5,21.25,MORON AERO
1071,2022-04-08,25.0,17.6,21.3,EL PALOMAR AERO
706,2022-04-08,25.5,18.0,21.75,BUENOS AIRES OBSERVATORIO
341,2022-04-08,22.6,18.1,20.35,AEROPARQUE AERO
1799,2022-04-09,27.9,13.4,20.65,NUEVE DE JULIO
1435,2022-04-09,27.4,14.7,21.05,MORON AERO
1070,2022-04-09,26.5,12.4,19.45,EL PALOMAR AERO
705,2022-04-09,25.4,15.9,20.65,BUENOS AIRES OBSERVATORIO
340,2022-04-09,22.2,17.4,19.8,AEROPARQUE AERO
1798,2022-04-10,22.3,14.1,18.2,NUEVE DE JULIO
1434,2022-04-10,27.2,16.9,22.05,MORON AERO
1069,2022-04-10,27.2,15.0,21.1,EL PALOMAR AERO
704,2022-04-10,26.6,19.0,22.8,BUENOS AIRES OBSERVATORIO
339,2022-04-10,25.6,19.6,22.6,AEROPARQUE AERO
1797,2022-04-11,20.0,13.6,16.8,NUEVE DE JULIO
1433,2022-04-11,24.0,15.4,19.7,MORON AERO
1068,2022-04-11,24.0,16.0,20.0,EL PALOMAR AERO
703,2022-04-11,25.2,16.9,21.05,BUENOS AIRES OBSERVATORIO
338,2022-04-11,24.7,17.0,20.85,AEROPARQUE AERO
1796,2022-04-12,20.1,9.0,14.55,NUEVE DE JULIO
1432,2022-04-12,21.2,10.3,15.75,MORON AERO
1067,2022-04-12,21.5,7.5,14.5,EL PALOMAR AERO
702,2022-04-12,23.2,11.7,17.45,BUENOS AIRES OBSERVATORIO
337,2022-04-12,22.6,13.1,17.85,AEROPARQUE AERO
1795,2022-04-13,22.3,5.1,13.7,NUEVE DE JULIO
1431,2022-04-13,20.7,7.2,13.95,MORON AERO
1066,2022-04-13,20.5,5.7,13.1,EL PALOMAR AERO
701,2022-04-13,21.5,9.1,15.3,BUENOS AIRES OBSERVATORIO
336,2022-04-13,21.2,11.3,16.25,AEROPARQUE AERO
1794,2022-04-14,21.9,7.6,14.75,NUEVE DE JULIO
1430,2022-04-14,21.0,6.5,13.75,MORON AERO
1065,2022-04-14,21.1,5.4,13.25,EL PALOMAR AERO
700,2022-04-14,22.2,9.6,15.9,BUENOS AIRES OBSERVATORIO
335,2022-04-14,19.8,12.4,16.1,AEROPARQUE AERO
1793,2022-04-15,22.5,6.9,14.7,NUEVE DE JULIO
1429,2022-04-15,21.2,9.4,15.3,MORON AERO
1064,2022-04-15,19.5,6.5,13.0,EL PALOMAR AERO
699,2022-04-15,19.7,9.8,14.75,BUENOS AIRES OBSERVATORIO
334,2022-04-15,18.1,13.2,15.65,AEROPARQUE AERO
1792,2022-04-16,23.3,7.5,15.4,NUEVE DE JULIO
1428,2022-04-16,23.0,9.2,16.1,MORON AERO
1063,2022-04-16,23.7,7.2,15.45,EL PALOMAR AERO
698,2022-04-16,23.1,13.6,18.35,BUENOS AIRES OBSERVATORIO
333,2022-04-16,21.1,15.8,18.450000000000003,AEROPARQUE AERO
1791,2022-04-17,22.6,10.1,16.35,NUEVE DE JULIO
1427,2022-04-17,23.2,15.9,19.55,MORON AERO
1062,2022-04-17,22.1,12.4,17.25,EL PALOMAR AERO
697,2022-04-17,21.9,17.0,19.45,BUENOS AIRES OBSERVATORIO
332,2022-04-17,21.6,17.6,19.6,AEROPARQUE AERO
1790,2022-04-18,24.7,10.5,17.6,NUEVE DE JULIO
1426,2022-04-18,24.2,16.9,20.55,MORON AERO
1061,2022-04-18,23.6,14.2,18.9,EL PALOMAR AERO
696,2022-04-18,23.9,17.0,20.45,BUENOS AIRES OBSERVATORIO
331,2022-04-18,21.7,17.2,19.45,AEROPARQUE AERO
1789,2022-04-19,25.6,10.4,18.0,NUEVE DE JULIO
1425,2022-04-19,26.0,11.5,18.75,MORON AERO
1060,2022-04-19,26.0,9.5,17.75,EL PALOMAR AERO
695,2022-04-19,25.1,14.4,19.75,BUENOS AIRES OBSERVATORIO
330,2022-04-19,24.0,17.5,20.75,AEROPARQUE AERO
1788,2022-04-20,25.0,12.1,18.55,NUEVE DE JULIO
1424,2022-04-20,26.8,13.7,20.25,MORON AERO
1059,2022-04-20,26.5,9.2,17.85,EL PALOMAR AERO
694,2022-04-20,26.5,13.5,20.0,BUENOS AIRES OBSERVATORIO
329,2022-04-20,24.5,16.2,20.35,AEROPARQUE AERO
1787,2022-04-21,21.7,8.3,15.0,NUEVE DE JULIO
1423,2022-04-21,22.0,11.1,16.55,MORON AERO
1058,2022-04-21,22.0,12.0,17.0,EL PALOMAR AERO
693,2022-04-21,22.6,13.0,17.8,BUENOS AIRES OBSERVATORIO
328,2022-04-21,22.6,13.8,18.200000000000003,AEROPARQUE AERO
1786,2022-04-22,19.4,11.6,15.5,NUEVE DE JULIO
1422,2022-04-22,17.5,11.3,14.4,MORON AERO
1057,2022-04-22,17.2,11.0,14.1,EL PALOMAR AERO
692,2022-04-22,18.3,13.3,15.8,BUENOS AIRES OBSERVATORIO
327,2022-04-22,19.1,13.8,16.450000000000003,AEROPARQUE AERO
1785,2022-04-23,25.4,6.0,15.7,NUEVE DE JULIO
1421,2022-04-23,22.0,6.0,14.0,MORON AERO
1056,2022-04-23,21.8,2.0,11.9,EL PALOMAR AERO
691,2022-04-23,21.9,7.4,14.65,BUENOS AIRES OBSERVATORIO
326,2022-04-23,21.1,9.3,15.2,AEROPARQUE AERO
1784,2022-04-24,27.2,12.2,19.7,NUEVE DE JULIO
1420,2022-04-24,24.8,12.4,18.6,MORON AERO
1055,2022-04-24,25.2,12.0,18.6,EL PALOMAR AERO
690,2022-04-24,24.7,13.5,19.1,BUENOS AIRES OBSERVATORIO
325,2022-04-24,22.6,13.4,18.0,AEROPARQUE AERO
1783,2022-04-25,23.1,15.6,19.35,NUEVE DE JULIO
1419,2022-04-25,25.6,18.8,22.200000000000003,MORON AERO
1054,2022-04-25,25.5,19.2,22.35,EL PALOMAR AERO
689,2022-04-25,25.7,19.5,22.6,BUENOS AIRES OBSERVATORIO
324,2022-04-25,24.1,18.2,21.15,AEROPARQUE AERO
1782,2022-04-26,23.3,11.1,17.2,NUEVE DE JULIO
1418,2022-04-26,24.4,17.3,20.85,MORON AERO
1053,2022-04-26,24.8,18.0,21.4,EL PALOMAR AERO
688,2022-04-26,24.5,18.8,21.65,BUENOS AIRES OBSERVATORIO
323,2022-04-26,23.3,18.3,20.8,AEROPARQUE AERO
1781,2022-04-27,23.0,10.1,16.55,NUEVE DE JULIO
1417,2022-04-27,25.0,12.8,18.9,MORON AERO
1052,2022-04-27,25.7,11.1,18.4,EL PALOMAR AERO
687,2022-04-27,25.3,13.8,19.55,BUENOS AIRES OBSERVATORIO
322,2022-04-27,25.4,14.3,19.85,AEROPARQUE AERO
1780,2022-04-28,15.7,7.7,11.7,NUEVE DE JULIO
1416,2022-04-28,16.8,8.9,12.85,MORON AERO
1051,2022-04-28,17.0,7.5,12.25,EL PALOMAR AERO
686,2022-04-28,18.8,11.2,15.0,BUENOS AIRES OBSERVATORIO
321,2022-04-28,18.3,11.6,14.95,AEROPARQUE AERO
1779,2022-04-29,14.4,2.8,8.6,NUEVE DE JULIO
1415,2022-04-29,14.3,2.2,8.25,MORON AERO
1050,2022-04-29,14.9,0.3,7.6,EL PALOMAR AERO
685,2022-04-29,16.1,4.6,10.35,BUENOS AIRES OBSERVATORIO
320,2022-04-29,15.6,8.2,11.9,AEROPARQUE AERO
1778,2022-04-30,15.1,4.3,9.7,NUEVE DE JULIO
1414,2022-04-30,15.8,4.9,10.35,MORON AERO
1049,2022-04-30,16.0,3.0,9.5,EL PALOMAR AERO
684,2022-04-30,16.0,7.3,11.65,BUENOS AIRES OBSERVATORIO
319,2022-04-30,15.1,9.7,12.4,AEROPARQUE AERO
1777,2022-05-01,18.6,4.3,11.45,NUEVE DE JULIO
1413,2022-05-01,18.8,5.9,12.35,MORON AERO
1048,2022-05-01,19.0,3.4,11.2,EL PALOMAR AERO
683,2022-05-01,20.0,7.4,13.7,BUENOS AIRES OBSERVATORIO
318,2022-05-01,19.5,9.5,14.5,AEROPARQUE AERO
1776,2022-05-02,14.9,4.3,9.6,NUEVE DE JULIO
1412,2022-05-02,16.0,7.0,11.5,MORON AERO
1047,2022-05-02,16.4,5.5,10.95,EL PALOMAR AERO
682,2022-05-02,16.5,8.3,12.4,BUENOS AIRES OBSERVATORIO
317,2022-05-02,16.3,10.0,13.15,AEROPARQUE AERO
1775,2022-05-03,18.0,3.6,10.8,NUEVE DE JULIO
1411,2022-05-03,17.6,3.0,10.3,MORON AERO
1046,2022-05-03,18.1,2.3,10.2,EL PALOMAR AERO
681,2022-05-03,18.1,6.0,12.05,BUENOS AIRES OBSERVATORIO
316,2022-05-03,17.1,9.0,13.05,AEROPARQUE AERO
1774,2022-05-04,21.6,4.6,13.1,NUEVE DE JULIO
1410,2022-05-04,21.8,3.9,12.85,MORON AERO
1045,2022-05-04,21.0,1.0,11.0,EL PALOMAR AERO
680,2022-05-04,21.1,7.5,14.3,BUENOS AIRES OBSERVATORIO
315,2022-05-04,18.6,9.8,14.2,AEROPARQUE AERO
1773,2022-05-05,23.0,6.2,14.6,NUEVE DE JULIO
1409,2022-05-05,22.0,8.1,15.05,MORON AERO
1044,2022-05-05,22.4,3.0,12.7,EL PALOMAR AERO
679,2022-05-05,22.0,9.6,15.8,BUENOS AIRES OBSERVATORIO
314,2022-05-05,19.6,11.2,15.4,AEROPARQUE AERO
1772,2022-05-06,25.5,7.3,16.4,NUEVE DE JULIO
1408,2022-05-06,24.2,10.4,17.3,MORON AERO
1043,2022-05-06,24.9,6.0,15.45,EL PALOMAR AERO
678,2022-05-06,24.8,13.2,19.0,BUENOS AIRES OBSERVATORIO
313,2022-05-06,22.4,13.3,17.85,AEROPARQUE AERO
1771,2022-05-07,24.4,9.2,16.799999999999997,NUEVE DE JULIO
1407,2022-05-07,23.8,12.5,18.15,MORON AERO
1042,2022-05-07,24.6,7.5,16.05,EL PALOMAR AERO
677,2022-05-07,24.2,14.7,19.45,BUENOS AIRES OBSERVATORIO
312,2022-05-07,22.1,14.4,18.25,AEROPARQUE AERO
1770,2022-05-08,24.1,11.7,17.9,NUEVE DE JULIO
1406,2022-05-08,24.6,12.5,18.55,MORON AERO
1041,2022-05-08,24.5,10.0,17.25,EL PALOMAR AERO
676,2022-05-08,23.9,15.0,19.45,BUENOS AIRES OBSERVATORIO
311,2022-05-08,21.9,14.8,18.35,AEROPARQUE AERO
1769,2022-05-09,23.4,10.3,16.85,NUEVE DE JULIO
1405,2022-05-09,22.0,8.1,15.05,MORON AERO
1040,2022-05-09,22.0,5.3,13.65,EL PALOMAR AERO
675,2022-05-09,22.5,11.0,16.75,BUENOS AIRES OBSERVATORIO
310,2022-05-09,20.6,13.1,16.85,AEROPARQUE AERO
1768,2022-05-10,20.0,9.3,14.65,NUEVE DE JULIO
1404,2022-05-10,19.8,12.4,16.1,MORON AERO
1039,2022-05-10,20.5,10.5,15.5,EL PALOMAR AERO
674,2022-05-10,21.0,13.6,17.3,BUENOS AIRES OBSERVATORIO
309,2022-05-10,20.0,14.3,17.15,AEROPARQUE AERO
1767,2022-05-11,17.7,9.3,13.5,NUEVE DE JULIO
1403,2022-05-11,17.5,9.7,13.6,MORON AERO
1038,2022-05-11,17.2,8.8,13.0,EL PALOMAR AERO
673,2022-05-11,17.6,10.5,14.05,BUENOS AIRES OBSERVATORIO
308,2022-05-11,17.1,10.9,14.0,AEROPARQUE AERO
1766,2022-05-12,18.5,7.0,12.75,NUEVE DE JULIO
1402,2022-05-12,18.0,4.9,11.45,MORON AERO
1037,2022-05-12,17.5,3.5,10.5,EL PALOMAR AERO
672,2022-05-12,17.2,7.8,12.5,BUENOS AIRES OBSERVATORIO
307,2022-05-12,16.5,10.1,13.3,AEROPARQUE AERO
1765,2022-05-13,19.5,9.7,14.6,NUEVE DE JULIO
1401,2022-05-13,19.6,10.4,15.0,MORON AERO
1036,2022-05-13,20.0,7.8,13.9,EL PALOMAR AERO
671,2022-05-13,19.6,11.7,15.65,BUENOS AIRES OBSERVATORIO
306,2022-05-13,18.7,13.6,16.15,AEROPARQUE AERO
1764,2022-05-14,17.9,4.4,11.15,NUEVE DE JULIO
1400,2022-05-14,19.5,10.5,15.0,MORON AERO
1035,2022-05-14,19.7,8.9,14.3,EL PALOMAR AERO
670,2022-05-14,20.9,12.6,16.75,BUENOS AIRES OBSERVATORIO
305,2022-05-14,19.8,13.9,16.85,AEROPARQUE AERO
1763,2022-05-15,15.6,4.4,10.0,NUEVE DE JULIO
1399,2022-05-15,15.2,5.2,10.2,MORON AERO
1034,2022-05-15,15.3,3.6,9.45,EL PALOMAR AERO
669,2022-05-15,16.7,7.8,12.25,BUENOS AIRES OBSERVATORIO
304,2022-05-15,15.7,9.3,12.5,AEROPARQUE AERO
1762,2022-05-16,15.9,7.3,11.6,NUEVE DE JULIO
1398,2022-05-16,15.6,9.7,12.65,MORON AERO
1033,2022-05-16,15.8,10.0,12.9,EL PALOMAR AERO
668,2022-05-16,16.0,10.4,13.2,BUENOS AIRES OBSERVATORIO
303,2022-05-16,15.8,10.4,13.1,AEROPARQUE AERO
1761,2022-05-17,14.6,6.9,10.75,NUEVE DE JULIO
1397,2022-05-17,15.0,8.2,11.6,MORON AERO
1032,2022-05-17,15.0,7.8,11.4,EL PALOMAR AERO
667,2022-05-17,14.9,9.0,11.95,BUENOS AIRES OBSERVATORIO
302,2022-05-17,14.9,8.8,11.85,AEROPARQUE AERO
1760,2022-05-18,13.9,6.8,10.35,NUEVE DE JULIO
1396,2022-05-18,16.0,5.1,10.55,MORON AERO
1031,2022-05-18,15.8,6.5,11.15,EL PALOMAR AERO
666,2022-05-18,16.5,8.2,12.35,BUENOS AIRES OBSERVATORIO
301,2022-05-18,15.8,8.9,12.35,AEROPARQUE AERO
1759,2022-05-19,16.4,1.5,8.95,NUEVE DE JULIO
1395,2022-05-19,16.3,2.0,9.15,MORON AERO
1030,2022-05-19,16.5,0.0,8.25,EL PALOMAR AERO
665,2022-05-19,16.6,5.0,10.8,BUENOS AIRES OBSERVATORIO
300,2022-05-19,14.5,7.8,11.15,AEROPARQUE AERO
1758,2022-05-20,20.1,3.2,11.65,NUEVE DE JULIO
1394,2022-05-20,19.5,5.9,12.7,MORON AERO
1029,2022-05-20,19.0,1.4,10.2,EL PALOMAR AERO
664,2022-05-20,19.5,7.8,13.65,BUENOS AIRES OBSERVATORIO
299,2022-05-20,17.8,8.2,13.0,AEROPARQUE AERO
1757,2022-05-21,22.0,6.1,14.05,NUEVE DE JULIO
1393,2022-05-21,21.6,9.7,15.65,MORON AERO
1028,2022-05-21,22.0,7.2,14.6,EL PALOMAR AERO
663,2022-05-21,23.1,11.6,17.35,BUENOS AIRES OBSERVATORIO
298,2022-05-21,21.1,11.8,16.450000000000003,AEROPARQUE AERO
1756,2022-05-22,21.5,4.7,13.1,NUEVE DE JULIO
1392,2022-05-22,21.6,5.9,13.75,MORON AERO
1027,2022-05-22,21.0,1.7,11.35,EL PALOMAR AERO
662,2022-05-22,20.2,9.2,14.7,BUENOS AIRES OBSERVATORIO
297,2022-05-22,18.1,10.1,14.1,AEROPARQUE AERO
1755,2022-05-23,18.8,9.1,13.95,NUEVE DE JULIO
1391,2022-05-23,21.5,9.5,15.5,MORON AERO
1026,2022-05-23,22.0,4.5,13.25,EL PALOMAR AERO
661,2022-05-23,21.0,10.6,15.8,BUENOS AIRES OBSERVATORIO
296,2022-05-23,17.9,12.2,15.05,AEROPARQUE AERO
1754,2022-05-24,14.6,8.9,11.75,NUEVE DE JULIO
1390,2022-05-24,20.6,12.9,16.75,MORON AERO
1025,2022-05-24,21.2,11.4,16.3,EL PALOMAR AERO
660,2022-05-24,21.3,13.8,17.55,BUENOS AIRES OBSERVATORIO
295,2022-05-24,20.5,13.1,16.8,AEROPARQUE AERO
1753,2022-05-25,12.2,7.9,10.05,NUEVE DE JULIO
1389,2022-05-25,13.2,8.1,10.65,MORON AERO
1024,2022-05-25,13.6,7.4,10.5,EL PALOMAR AERO
659,2022-05-25,14.4,9.2,11.8,BUENOS AIRES OBSERVATORIO
294,2022-05-25,15.0,9.6,12.3,AEROPARQUE AERO
1752,2022-05-26,13.5,2.2,7.85,NUEVE DE JULIO
1388,2022-05-26,14.0,4.0,9.0,MORON AERO
1023,2022-05-26,14.0,3.1,8.55,EL PALOMAR AERO
658,2022-05-26,15.3,5.4,10.35,BUENOS AIRES OBSERVATORIO
293,2022-05-26,13.8,7.4,10.6,AEROPARQUE AERO
1751,2022-05-27,15.1,4.8,9.95,NUEVE DE JULIO
1387,2022-05-27,15.6,4.9,10.25,MORON AERO
1022,2022-05-27,16.0,4.4,10.2,EL PALOMAR AERO
657,2022-05-27,16.8,7.9,12.35,BUENOS AIRES OBSERVATORIO
292,2022-05-27,15.1,10.1,12.6,AEROPARQUE AERO
